% Model,COMSOL_Inductor32_Magnet3x4_Design5.mph
% Version,COMSOL 6.2.0.290
% Date,"Apr 10 2025, 16:15"
% Table,Table 1 - Global Evaluation 1
% Position (mm),Current (A),"Electromagnetic force, z component (N)"
0,-3.85,-0.9274652091712601
0,0,-0.9094763228328446
0,3.85,-0.7990736370598429
0.25,-3.85,-0.5278326036013615
0.25,0,-0.5677804104706021
0.25,3.85,-0.46580584069614434
0.5,-3.85,-0.19203185759768135
0.5,0,-0.28401241309464176
0.5,3.85,-0.2203427601014163
0.75,-3.85,-0.05916565752307454
0.75,0,-0.153733039601872
0.75,3.85,-0.12230837708987977
1,-3.85,-0.008636681127485047
1,0,-0.08031224111090039
1,3.85,-0.07155091451262946
1.25,-3.85,0.010780924355935344
1.25,0,-0.03934186506286545
1.25,3.85,-0.0422932020809735
1.5,-3.85,0.01514010277395534
1.5,0,-0.021058690946723586
1.5,3.85,-0.02661922787609834
1.75,-3.85,0.013542501250441579
1.75,0,-0.013619104237649428
1.75,3.85,-0.017980256064823417
2,-3.85,0.014699521909011724
2,0,-0.0063184481445881305
2,3.85,-0.008401033952148584
2.2500000000000004,-3.85,0.012542284794788708
2.2500000000000004,0,-0.004130203345495718
2.2500000000000004,3.85,-0.004156486270726432
2.5,-3.85,0.00889218853781562
2.5,0,-0.004449665223335692
2.5,3.85,-0.0026914064839024462
2.75,-3.85,0.0038957555833096374
2.75,0,-0.006474429641367244
2.75,3.85,-0.0029451337299333594
3,-3.85,-0.004692272939971889
3,0,-0.012151197527985349
3,3.85,-0.0067165657600960806
3.2500000000000004,-3.85,-0.01856117667680972
3.2500000000000004,0,-0.022746042688596778
3.2500000000000004,3.85,-0.014872957455321363
3.5,-3.85,-0.05121124223059642
3.5,0,-0.05031083396086855
3.5,3.85,-0.03844117613668648
3.75,-3.85,-0.10845431483145601
3.75,0,-0.10077409616055552
3.75,3.85,-0.08220867511278214
4,-3.85,-0.17991835116798124
4,0,-0.1669804090235499
4,3.85,-0.1417581708006201
4.25,-3.85,-0.23367497927544584
4.25,0,-0.2155894672177215
4.25,3.85,-0.18422106940313776
4.500000000000001,-3.85,-0.26033766265015845
4.500000000000001,0,-0.2347829721948012
4.500000000000001,3.85,-0.19922095408791524
4.75,-3.85,-0.26846912850108645
4.75,0,-0.23380593333257527
4.75,3.85,-0.19629909199970352
5,-3.85,-0.26251332170139347
5,0,-0.21965175841960236
5,3.85,-0.18213729677984794
5.25,-3.85,-0.24408063428007254
5.25,0,-0.19736014637012297
5.25,3.85,-0.16206778470223965
5.5,-3.85,-0.2240990693342117
5.5,0,-0.1764185426313252
5.5,3.85,-0.14420940344230018
5.75,-3.85,-0.19739959349812317
5.75,0,-0.15170058606533032
5.75,3.85,-0.12292654336649667
6,-3.85,-0.16924347326790012
6,0,-0.12707997011835448
6,3.85,-0.10187452713826968
