% Model,COMSOL_Inductor31_Magnet5x5.mph
% Version,COMSOL 6.2.0.290
% Date,"Mar 12 2025, 16:44"
% Table,Table 1 - Global Evaluation 1
% Position (mm),Current (A),"Electromagnetic force, z component (N)"
0,-0.4,-0.12837977901703068
0,0,-0.07045937295825921
0,0.4,-0.013488972782717212
0.2,-0.4,2.050712538969839
0.2,0,2.1095421102828196
0.2,0.4,2.167278324852042
0.4,-0.4,1.68660661109754
0.4,0,1.7390735628404
0.4,0.4,1.7907349435619622
0.6000000000000001,-0.4,1.4112124816251026
0.6000000000000001,0,1.4578101864865576
0.6000000000000001,0.4,1.5037770927737064
0.8,-0.4,1.1914993799179574
0.8,0,1.232658514724801
0.8,0.4,1.2732065934768726
1,-0.4,1.0077034552146933
1,0,1.04362576671503
1,0.4,1.0787807311426714
1.2000000000000002,-0.4,0.8478366547620566
1.2000000000000002,0,0.8799109319976445
1.2000000000000002,0.4,0.91072247343157
1.4000000000000001,-0.4,0.7179890114638221
1.4000000000000001,0,0.7469123007628207
1.4000000000000001,0.4,0.7741525291547199
1.6,-0.4,0.6077238695029237
1.6,0,0.6311949876210746
1.6,0.4,0.6519834888844068
1.8000000000000003,-0.4,0.5052431870064974
1.8000000000000003,0,0.5228882300725956
1.8000000000000003,0.4,0.539412042333536
2,-0.4,0.4265641274284204
2,0,0.4411091284958346
2,0.4,0.4551823084546614
2.2,-0.4,0.3705667778299558
2.2,0,0.38322176212847414
2.2,0.4,0.3953600423853234
2.4000000000000004,-0.4,0.33696685551572675
2.4000000000000004,0,0.34923030008289696
2.4000000000000004,0.4,0.3597866650516136
2.6000000000000005,-0.4,0.3282919755769185
2.6000000000000005,0,0.34209565070614334
2.6000000000000005,0.4,0.35129936338261236
2.8000000000000003,-0.4,0.33902618787627414
2.8000000000000003,0,0.3568416164291467
2.8000000000000003,0.4,0.3648763821237558
3,-0.4,0.37535755670432913
3,0,0.3968918617963109
3,0.4,0.4039124393065387
3.2,-0.4,0.4403410867995964
3.2,0,0.4636902835914966
3.2,0.4,0.46985261968999753
3.4000000000000004,-0.4,0.5301531987830099
3.4000000000000004,0,0.5535825974885116
3.4000000000000004,0.4,0.5591736942901588
3.6000000000000005,-0.4,0.6430122349721596
3.6000000000000005,0,0.665252116706808
3.6000000000000005,0.4,0.6705486728578354
3.8000000000000003,-0.4,0.7710048904281317
3.8000000000000003,0,0.7914716945793258
3.8000000000000003,0.4,0.7964430265825256
4,-0.4,0.9073074092368785
4,0,0.9256199732832827
4,0.4,0.9303063837513924
4.2,-0.4,1.0285969568324675
4.2,0,1.0445461512111476
4.2,0.4,1.04899689828742
4.4,-0.4,1.1266444375278994
4.4,0,1.1402222894445735
4.4,0.4,1.144424674421776
4.6000000000000005,-0.4,1.1906449000393364
4.6000000000000005,0,1.2020441018049244
4.6000000000000005,0.4,1.205928475421151
4.800000000000001,-0.4,1.2227504743188236
4.800000000000001,0,1.232253439188138
4.800000000000001,0.4,1.2357659797453573
5,-0.4,1.223245242716538
5,0,1.231101548999353
5,0.4,1.2342219778513497
